-8.063530176877975464e-02,-1.024437323212623596e-02,7.141010165214538574e-01,9.987092018127441406e-01,-4.062429815530776978e-02,3.047370538115501404e-02,1.007399172522127628e-03,2.042185328900814056e-02,3.023871779441833496e-01,1.958485879004001617e-02,1.431948900222778320e+00,-2.593705058097839355e-01,3.491766750812530518e-02,-4.401280879974365234e-01,1.538886129856109619e-02,-3.093404173851013184e-01,8.787018060684204102e-01,-5.383730530738830566e-01,-9.328245371580123901e-02,-1.105235144495964050e-01,1.075089797377586365e-01,1.722496896982192993e-01,1.000079885125160217e-01,4.945979416370391846e-01,-4.641855359077453613e-01,-3.840290009975433350e-01,3.214427530765533447e-01,-1.513788402080535889e-01,4.599552750587463379e-01,3.458461165428161621e-02,-6.321424841880798340e-01,6.183406710624694824e-01,-1.111596375703811646e-01,-3.231855928897857666e-01,-5.400417745113372803e-02,-7.876907289028167725e-02
-2.486254274845123291e-02,-1.213808916509151459e-02,7.114710807800292969e-01,9.988485574722290039e-01,-4.120289161801338196e-02,2.320798300206661224e-02,-8.077318780124187469e-03,-1.340009123086929321e-01,2.625745236873626709e-01,-1.465333439409732819e-02,1.572078943252563477e+00,-3.160957992076873779e-01,3.262779116630554199e-02,-3.173206150531768799e-01,2.569087222218513489e-02,-3.056163489818572998e-01,8.861897587776184082e-01,-6.258654594421386719e-01,-6.992735713720321655e-02,-3.232442587614059448e-02,1.262898147106170654e-01,1.832967847585678101e-01,2.603406608104705811e-01,4.964972734451293945e-01,-4.786902070045471191e-01,-3.136507868766784668e-01,3.425255715847015381e-01,-1.352152377367019653e-01,4.504115283489227295e-01,-1.377266645431518555e-01,-5.995740890502929688e-01,6.399642229080200195e-01,-1.571846157312393188e-01,-2.965495586395263672e-01,-4.480558633804321289e-02,-7.629849016666412354e-02
4.323288798332214355e-02,-1.261538919061422348e-02,7.196468114852905273e-01,9.991173148155212402e-01,-2.916250377893447876e-02,2.617732249200344086e-02,-1.513019949197769165e-02,-3.061768412590026855e-01,2.153931707143783569e-01,-2.530725672841072083e-03,1.579148054122924805e+00,-3.377820253372192383e-01,4.613922163844108582e-02,-1.783005744218826294e-01,1.875353232026100159e-02,-2.719047069549560547e-01,7.969348430633544922e-01,-6.482870578765869141e-01,-2.575624734163284302e-02,5.107976123690605164e-02,1.196696683764457703e-01,1.572841703891754150e-01,4.022182524204254150e-01,5.366552472114562988e-01,-4.989785552024841309e-01,-3.091284930706024170e-01,3.060373067855834961e-01,-1.332416534423828125e-01,4.220803081989288330e-01,-3.012486100196838379e-01,-5.459085106849670410e-01,6.440739035606384277e-01,-2.001626342535018921e-01,-2.297393232583999634e-01,-5.585195124149322510e-02,-1.094985827803611755e-01
1.123269647359848022e-01,-1.222825143486261368e-02,7.363685965538024902e-01,9.993322491645812988e-01,-5.645026918500661850e-03,3.147163614630699158e-02,-1.768137887120246887e-02,-4.296105504035949707e-01,1.521999239921569824e-01,4.521381855010986328e-02,1.443327426910400391e+00,-3.147870004177093506e-01,6.392534077167510986e-02,-1.697617024183273315e-02,-1.496517192572355270e-02,-2.297900319099426270e-01,6.298833489418029785e-01,-5.919756889343261719e-01,1.780993677675724030e-02,1.276249736547470093e-01,7.614769786596298218e-02,1.211877018213272095e-01,5.251122117042541504e-01,5.999181270599365234e-01,-5.040712356567382812e-01,-3.420306146144866943e-01,2.838261425495147705e-01,-1.334877014160156250e-01,3.920278847217559814e-01,-4.203874468803405762e-01,-4.806016981601715088e-01,6.698884367942810059e-01,-2.296284735202789307e-01,-1.668744534254074097e-01,-6.403656303882598877e-02,-1.591230928897857666e-01
1.831978857517242432e-01,-1.075440924614667892e-02,7.572700381278991699e-01,9.988274574279785156e-01,1.897099614143371582e-02,4.103034734725952148e-02,-1.732789725065231323e-02,-5.021415948867797852e-01,7.543566823005676270e-02,9.590605646371841431e-02,1.194080114364624023e+00,-2.667262852191925049e-01,6.986897438764572144e-02,1.187302842736244202e-01,-6.159098446369171143e-02,-1.943617165088653564e-01,4.715336859226226807e-01,-4.259039163589477539e-01,5.659018456935882568e-02,1.900615692138671875e-01,2.077970094978809357e-02,7.995527237653732300e-02,6.249523162841796875e-01,6.575537919998168945e-01,-4.902820885181427002e-01,-3.758446276187896729e-01,2.805553078651428223e-01,-1.282870471477508545e-01,3.696230649948120117e-01,-5.069272518157958984e-01,-4.247550666332244873e-01,7.214813232421875000e-01,-2.481457293033599854e-01,-1.337951719760894775e-01,-6.696520000696182251e-02,-2.053564488887786865e-01
2.550554573535919189e-01,-8.559580892324447632e-03,7.763659358024597168e-01,9.979590177536010742e-01,3.203424438834190369e-02,5.294070020318031311e-02,-1.577913947403430939e-02,-5.167976021766662598e-01,2.189937606453895569e-02,1.325965821743011475e-01,8.540446162223815918e-01,-2.075563818216323853e-01,4.914825409650802612e-02,2.008202075958251953e-01,-8.933104574680328369e-02,-1.577973812818527222e-01,3.942691981792449951e-01,-1.847766488790512085e-01,8.939968049526214600e-02,2.342505455017089844e-01,-1.850783079862594604e-02,3.850683569908142090e-02,7.074543833732604980e-01,6.942172050476074219e-01,-4.670930504798889160e-01,-4.080600142478942871e-01,2.871639728546142578e-01,-1.217696145176887512e-01,3.541821837425231934e-01,-5.694294571876525879e-01,-3.863804042339324951e-01,7.786544561386108398e-01,-2.703708112239837646e-01,-1.051143631339073181e-01,-7.172688096761703491e-02,-2.343853414058685303e-01
3.329209089279174805e-01,-7.175145670771598816e-03,7.885802984237670898e-01,9.977545738220214844e-01,2.643520757555961609e-02,6.016181409358978271e-02,-1.294533628970384598e-02,-4.756346046924591064e-01,-7.149783894419670105e-03,1.305696964263916016e-01,4.580244719982147217e-01,-1.438914686441421509e-01,5.379223264753818512e-03,2.742585539817810059e-01,-7.118303328752517700e-02,-1.241474971175193787e-01,3.473303616046905518e-01,4.973639175295829773e-02,1.208868026733398438e-01,2.608937025070190430e-01,-2.452057786285877228e-02,2.538680855650454760e-04,7.706683278083801270e-01,7.161356806755065918e-01,-4.454571902751922607e-01,-4.434893429279327393e-01,2.916487455368041992e-01,-1.173404604196548462e-01,3.344231247901916504e-01,-6.034022569656372070e-01,-3.555968701839447021e-01,8.210331797599792480e-01,-3.076235353946685791e-01,-6.808870285749435425e-02,-7.635257393121719360e-02,-2.464304119348526001e-01
4.089299738407135010e-01,-6.217234767973423004e-03,7.916033864021301270e-01,9.982767701148986816e-01,3.118421882390975952e-03,5.718774721026420593e-02,-1.278143003582954407e-02,-4.136024713516235352e-01,5.324001889675855637e-03,9.570685029029846191e-02,1.371622979640960693e-01,-1.229786202311515808e-01,-3.621242195367813110e-02,3.434315025806427002e-01,-2.385996840894222260e-02,-1.222802549600601196e-01,3.562267124652862549e-01,1.886661052703857422e-01,1.220133975148200989e-01,2.738015651702880859e-01,6.754700560122728348e-03,-2.411571331322193146e-02,8.184396624565124512e-01,7.228665947914123535e-01,-4.232555627822875977e-01,-4.797276854515075684e-01,3.011044859886169434e-01,-1.124431341886520386e-01,3.176658153533935547e-01,-6.009636521339416504e-01,-3.296190202236175537e-01,8.511658906936645508e-01,-3.582680225372314453e-01,-2.855384908616542816e-02,-9.671786427497863770e-02,-2.438049912452697754e-01
4.811380505561828613e-01,-3.739058505743741989e-03,7.858462333679199219e-01,9.986888766288757324e-01,-1.074988301843404770e-02,4.915471374988555908e-02,-9.421274997293949127e-03,-4.220985472202301025e-01,1.409308426082134247e-02,7.552059739828109741e-02,1.074402257800102234e-01,-1.714272350072860718e-01,-2.980835735797882080e-02,3.726529777050018311e-01,-2.059205621480941772e-02,-1.582998782396316528e-01,4.775022268295288086e-01,1.765185147523880005e-01,7.808671891689300537e-02,2.633976042270660400e-01,2.309447526931762695e-02,-2.168140001595020294e-02,8.332474827766418457e-01,7.137997150421142578e-01,-4.009048342704772949e-01,-4.918812215328216553e-01,3.158872127532958984e-01,-1.164660677313804626e-01,3.206801712512969971e-01,-5.630527734756469727e-01,-3.121440410614013672e-01,8.775635361671447754e-01,-4.072072207927703857e-01,1.357853692024946213e-02,-1.172103732824325562e-01,-2.281435728073120117e-01
5.487228631973266602e-01,-2.407003194093704224e-06,7.742989063262939453e-01,9.991320967674255371e-01,-1.583886798471212387e-03,4.153732955455780029e-02,2.680781530216336250e-03,-4.004707932472229004e-01,-3.172398358583450317e-02,8.667121082544326782e-02,1.383754163980484009e-01,-1.359987854957580566e-01,8.137568831443786621e-03,3.573418855667114258e-01,-8.035568892955780029e-02,-2.067559212446212769e-01,6.669632196426391602e-01,8.716353029012680054e-02,4.084722697734832764e-02,2.339352071285247803e-01,-2.942895051091909409e-03,8.791122236289083958e-04,7.744535207748413086e-01,6.961698532104492188e-01,-3.974858522415161133e-01,-4.584416151046752930e-01,3.207375109195709229e-01,-1.252663582563400269e-01,3.451315462589263916e-01,-4.892228245735168457e-01,-3.056665658950805664e-01,8.902630209922790527e-01,-4.224526882171630859e-01,4.970575124025344849e-02,-1.360951513051986694e-01,-1.993700414896011353e-01
